Date,buySize,buyPrice,sellSize,sellPrice
01-03-2022,0.026478843,37766,0.026478836,37766.01
01-03-2022,0.026478836,37766.01,0.026478836,37766.01
01-03-2022,0.026473544,37773.56,0.026473544,37773.56
01-03-2022,0.026473544,37773.56,0.026473537,37773.57
01-03-2022,0.026473537,37773.57,0.02647557,37770.67
01-03-2022,0.026473544,37773.56,0.026478598,37766.35
01-03-2022,0.026478591,37766.36,0.026478598,37766.35
01-03-2022,0.026478598,37766.35,0.026481256,37762.56
01-03-2022,0.026484166,37758.41,0.026484166,37758.41
01-03-2022,0.026484166,37758.41,0.026484166,37758.41
01-03-2022,0.026484173,37758.4,0.026483907,37758.78
01-03-2022,0.026481795,37761.79,0.026481788,37761.8
01-03-2022,0.026481788,37761.8,0.026481795,37761.79
01-03-2022,0.026485765,37756.13,0.026485765,37756.13
01-03-2022,0.026485765,37756.13,0.026487996,37752.95
01-03-2022,0.026487996,37752.95,0.026489743,37750.46
01-03-2022,0.026489736,37750.47,0.026489736,37750.47
01-03-2022,0.026489743,37750.46,0.026489736,37750.47
01-03-2022,0.026489736,37750.47,0.02648714,37754.17
01-03-2022,0.026489743,37750.46,0.026490066,37750
01-03-2022,0.026490073,37749.99,0.026493758,37744.74
01-03-2022,0.026495414,37742.38,0.026495414,37742.38
01-03-2022,0.026495407,37742.39,0.026495414,37742.38
01-03-2022,0.026495407,37742.39,0.026495414,37742.38
01-03-2022,0.026495414,37742.38,0.026495407,37742.39
01-03-2022,0.026495407,37742.39,0.026495414,37742.38
01-03-2022,0.026495407,37742.39,0.026495407,37742.39
01-03-2022,0.026495414,37742.38,0.026495407,37742.39
01-03-2022,0.026495407,37742.39,0.026495407,37742.39
01-03-2022,0.026490768,37749,0.026490761,37749.01
01-03-2022,0.026490761,37749.01,0.026490761,37749.01
01-03-2022,0.026490761,37749.01,0.026490761,37749.01
01-03-2022,0.026490066,37750,0.026490073,37749.99
01-03-2022,0.026490066,37750,0.026487182,37754.11
01-03-2022,0.026490066,37750,0.026483738,37759.02
01-03-2022,0.026487807,37753.22,0.026483738,37759.02
01-03-2022,0.026483738,37759.02,0.026483738,37759.02
01-03-2022,0.026483745,37759.01,0.026483738,37759.02
01-03-2022,0.026483738,37759.02,0.026481627,37762.03
01-03-2022,0.026481795,37761.79,0.026477056,37768.55
01-03-2022,0.026474946,37771.56,0.026474953,37771.55
01-03-2022,0.026474953,37771.55,0.026474953,37771.55
01-03-2022,0.026474953,37771.55,0.026474953,37771.55
01-03-2022,0.026476986,37768.65,0.026476993,37768.64
01-03-2022,0.026476986,37768.65,0.026476993,37768.64
01-03-2022,0.026476993,37768.64,0.026476986,37768.65
01-03-2022,0.026476986,37768.65,0.026476993,37768.64
01-03-2022,0.026476986,37768.65,0.026480021,37764.32
01-03-2022,0.026480021,37764.32,0.026485099,37757.08
01-03-2022,0.026485099,37757.08,0.026486593,37754.95
01-03-2022,0.026488003,37752.94,0.026488003,37752.94
01-03-2022,0.026487996,37752.95,0.026487996,37752.95
01-03-2022,0.026487996,37752.95,0.026488003,37752.94
01-03-2022,0.026487996,37752.95,0.026488003,37752.94
01-03-2022,0.026490059,37750.01,0.02649679,37740.42
01-03-2022,0.026499108,37737.12,0.026502212,37732.7
01-03-2022,0.02650264,37732.09,0.02650264,37732.09
01-03-2022,0.026505801,37727.59,0.026507136,37725.69
01-03-2022,0.026507171,37725.64,0.026507178,37725.63
01-03-2022,0.026507178,37725.63,0.026507178,37725.63
01-03-2022,0.026505471,37728.06,0.026505464,37728.07
01-03-2022,0.026505464,37728.07,0.026504523,37729.41
01-03-2022,0.026503371,37731.05,0.026503378,37731.04
01-03-2022,0.026503371,37731.05,0.026503378,37731.04
01-03-2022,0.026507726,37724.85,0.026507719,37724.86
01-03-2022,0.02650611,37727.15,0.026506103,37727.16
01-03-2022,0.026506103,37727.16,0.026506103,37727.16
01-03-2022,0.026507867,37724.65,0.026509321,37722.58
01-03-2022,0.026509321,37722.58,0.026509314,37722.59
01-03-2022,0.026512962,37717.4,0.026516456,37712.43
01-03-2022,0.026516456,37712.43,0.026516449,37712.44
01-03-2022,0.026516449,37712.44,0.026516456,37712.43
01-03-2022,0.026519705,37707.81,0.026519705,37707.81
01-03-2022,0.026519698,37707.82,0.026519705,37707.81
01-03-2022,0.026519705,37707.81,0.026519705,37707.81
01-03-2022,0.026519705,37707.81,0.026519698,37707.82
01-03-2022,0.026519698,37707.82,0.026519705,37707.81
01-03-2022,0.026522758,37703.47,0.026519712,37707.8
01-03-2022,0.026522765,37703.46,0.026519712,37707.8
01-03-2022,0.026519712,37707.8,0.026519712,37707.8
01-03-2022,0.026519712,37707.8,0.026519712,37707.8
01-03-2022,0.026519712,37707.8,0.026520127,37707.21
01-03-2022,0.026528781,37694.91,0.02651787,37710.42
01-03-2022,0.026526465,37698.2,0.026511831,37719.01
01-03-2022,0.026523243,37702.78,0.026508471,37723.79
01-03-2022,0.026523236,37702.79,0.026507733,37724.84
01-03-2022,0.026508471,37723.79,0.026507726,37724.85
01-03-2022,0.026507733,37724.84,0.026507733,37724.84
01-03-2022,0.026507733,37724.84,0.026507733,37724.84
01-03-2022,0.026507726,37724.85,0.026507733,37724.84
01-03-2022,0.026507733,37724.84,0.026507726,37724.85
01-03-2022,0.026507733,37724.84,0.026507726,37724.85
01-03-2022,0.026507726,37724.85,0.026507733,37724.84
01-03-2022,0.026511831,37719.01,0.026511831,37719.01
01-03-2022,0.026511831,37719.01,0.026511823,37719.02
01-03-2022,0.026511823,37719.02,0.026511823,37719.02
01-03-2022,0.026511823,37719.02,0.026511823,37719.02
01-03-2022,0.026511823,37719.02,0.026511823,37719.02
01-03-2022,0.026511823,37719.02,0.026511823,37719.02
01-03-2022,0.026505984,37727.33,0.026505984,37727.33
01-03-2022,0.026505991,37727.32,0.026510994,37720.2
01-03-2022,0.026508801,37723.32,0.026508801,37723.32
01-03-2022,0.026508801,37723.32,0.02650753,37725.13
01-03-2022,0.026507523,37725.14,0.02650753,37725.13
01-03-2022,0.026507523,37725.14,0.02650753,37725.13
01-03-2022,0.026507523,37725.14,0.026507523,37725.14
01-03-2022,0.026507523,37725.14,0.026507523,37725.14
01-03-2022,0.026505984,37727.33,0.026504551,37729.37
01-03-2022,0.026504558,37729.36,0.026503223,37731.26
01-03-2022,0.02650453,37729.4,0.026503223,37731.26
01-03-2022,0.026495155,37742.75,0.026495155,37742.75
01-03-2022,0.026495148,37742.76,0.026495148,37742.76
01-03-2022,0.026492501,37746.53,0.026492494,37746.54
01-03-2022,0.026492494,37746.54,0.02649187,37747.43
01-03-2022,0.026491308,37748.23,0.02648888,37751.69
01-03-2022,0.026490066,37750,0.026488873,37751.7
01-03-2022,0.026488873,37751.7,0.026488873,37751.7
01-03-2022,0.02648888,37751.69,0.026488873,37751.7
01-03-2022,0.026488873,37751.7,0.026488873,37751.7
01-03-2022,0.026485913,37755.92,0.02648592,37755.91
01-03-2022,0.026485913,37755.92,0.02648592,37755.91
01-03-2022,0.026482497,37760.79,0.026482497,37760.79
01-03-2022,0.02648249,37760.8,0.02648249,37760.8
01-03-2022,0.02648249,37760.8,0.026482497,37760.79
01-03-2022,0.02648249,37760.8,0.026484348,37758.15
01-03-2022,0.026484348,37758.15,0.026484355,37758.14
